rule,file,task_idx,step_id,step,status,old_action,new_action,old_text,new_text,old_relation,new_relation,marker,remove_tag,note
G2,00006-HkseAnWCgqk/tasks-island_2.json,23,1,Arrange the dining table.,OK,place_on,straighten,Place dining table on surface.,Straighten the dining table.,on,,;referent_grounding_v1:G2,,X=dining table
G2,00330-WhNyDTnd9g5/tasks-island_0.json,117,7,Arrange the shelving.,OK,place_on,straighten,Place shelving on surface.,Straighten the shelving.,on,,;referent_grounding_v1:G2,,X=shelving
G2,00330-WhNyDTnd9g5/tasks-island_0.json,118,4,Set the wine bottle.,OK,place_on,straighten,Place wine bottle on surface.,Straighten the wine bottle.,on,,;referent_grounding_v1:G2,,X=wine bottle
G2,00330-WhNyDTnd9g5/tasks-island_0.json,130,6,Set the wine bottle.,OK,place_on,straighten,Place wine bottle on surface.,Straighten the wine bottle.,on,,;referent_grounding_v1:G2,,X=wine bottle
G2,00330-WhNyDTnd9g5/tasks-island_0.json,133,7,Arrange the furniture.,OK,place_on,straighten,Place furniture on surface.,Straighten the furniture.,on,,;referent_grounding_v1:G2,,X=furniture
G2,00330-WhNyDTnd9g5/tasks-island_0.json,146,6,Arrange the plant.,OK,place_in,straighten,Place plant in receptacle.,Straighten the plant.,in,,;referent_grounding_v1:G2,,X=plant
G2,00366-fxbzYAGkrtm/tasks-island_0.json,0,4,Organize the papers inside the cabinet.,OK,place_in,straighten,Place cabinet in receptacle.,Straighten the papers inside the cabinet.,in,,;referent_grounding_v1:G2,,X=papers inside the cabinet
G3,00366-fxbzYAGkrtm/tasks-island_0.json,2,4,Put the pajamas away in the wardrobe.,OK,store,store,Store items in the wardrobe.,Store the pajamas in the wardrobe.,in,in,;referent_grounding_v1:G3,,NP=pajamas
G1,00366-fxbzYAGkrtm/tasks-island_0.json,23,3,Organize the books on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the books on the shelf.,on,on,;referent_grounding_v1:G1,,X=books|Y=shelf
G2,00366-fxbzYAGkrtm/tasks-island_0.json,23,4,Tidy the papers inside the cabinet.,OK,place_in,straighten,Place cabinet in receptacle.,Straighten the papers inside the cabinet.,in,,;referent_grounding_v1:G2,,X=papers inside the cabinet
G1,00366-fxbzYAGkrtm/tasks-island_0.json,28,4,Organize the files in the cabinet.,OK,place_in,place_in,Place cabinet in receptacle.,Place the files in the cabinet.,in,in,;referent_grounding_v1:G1,,X=files|Y=cabinet
G2,00366-fxbzYAGkrtm/tasks-island_0.json,48,4,Arrange the plant.,OK,place_on,straighten,Place plant on surface.,Straighten the plant.,on,,;referent_grounding_v1:G2,,X=plant
G1,00366-fxbzYAGkrtm/tasks-island_0.json,52,3,Arrange the decoration on the shelf.,OK,place_on,place_on,Place decoration on surface.,Place the decoration on the shelf.,on,on,;referent_grounding_v1:G1,,X=decoration|Y=shelf
G2,00366-fxbzYAGkrtm/tasks-island_0.json,65,3,Arrange the decoration.,OK,place_on,straighten,Place decoration on surface.,Straighten the decoration.,on,,;referent_grounding_v1:G2,,X=decoration
G2,00366-fxbzYAGkrtm/tasks-island_0.json,96,4,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00366-fxbzYAGkrtm/tasks-island_0.json,98,5,Set the stove.,OK,place_on,straighten,Place stove on surface.,Straighten the stove.,on,,;referent_grounding_v1:G2,,X=stove
G2,00366-fxbzYAGkrtm/tasks-island_0.json,102,5,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00366-fxbzYAGkrtm/tasks-island_0.json,110,2,Arrange the wardrobe.,OK,place_on,straighten,Place wardrobe on surface.,Straighten the wardrobe.,on,,;referent_grounding_v1:G2,,X=wardrobe
G1,00366-fxbzYAGkrtm/tasks-island_0.json,114,6,Arrange the items on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the items on the shelf.,on,on,;referent_grounding_v1:G1,,X=items|Y=shelf
G2,00366-fxbzYAGkrtm/tasks-island_0.json,152,7,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G4,00378-DqJKU7YU7dA/tasks-island_1.json,9,1,Fill the pitcher with water from the sink.,FLAG,fill,fill,Use the sink to fill a container.,Use the sink to fill a container.,,,;ungrounded_anaphora,,no_vessel_found
G2,00378-DqJKU7YU7dA/tasks-island_1.json,13,1,Arrange the deck chair.,OK,place_on,straighten,Place deck chair on surface.,Straighten the deck chair.,on,,;referent_grounding_v1:G2,,X=deck chair
G1,00378-DqJKU7YU7dA/tasks-island_1.json,14,3,Organize soap in the shower wall cubby.,OK,place_in,place_in,Place shower wall cubby in receptacle.,Place the soap in the shower wall cubby.,in,in,;referent_grounding_v1:G1,,X=soap|Y=shower wall cubby
G1,00378-DqJKU7YU7dA/tasks-island_1.json,32,4,Set the pan on the stove.,OK,place_on,place_on,Place pan on surface.,Place the pan on the stove.,on,on,;referent_grounding_v1:G1,,X=pan|Y=stove
G3,00378-DqJKU7YU7dA/tasks-island_1.json,37,2,Put away socks in the drawer.,OK,store,store,Store items in the drawer.,Store the socks in the drawer.,in,in,;referent_grounding_v1:G3,,NP=socks
G3,00378-DqJKU7YU7dA/tasks-island_1.json,55,2,Put away the cushions in the basket.,OK,store,store,Store items in the basket.,Store the cushions in the basket.,in,in,;referent_grounding_v1:G3,,NP=cushions
G2,00378-DqJKU7YU7dA/tasks-island_1.json,58,3,Arrange the shoe.,OK,place_on,straighten,Place shoe on surface.,Straighten the shoe.,on,,;referent_grounding_v1:G2,,X=shoe
G4,00378-DqJKU7YU7dA/tasks-island_1.json,66,2,Fill the cup at the sink.,RESOLVED,fill,fill,Use the sink to fill a container.,Fill the cup at the sink.,at,at,;referent_grounding_v1:G4,,vessel=cup
G1,00378-DqJKU7YU7dA/tasks-island_1.json,81,4,Set the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G4,00378-DqJKU7YU7dA/tasks-island_1.json,92,4,Fill the cup at the sink.,RESOLVED,fill,fill,Use the sink to fill a container.,Fill the cup at the sink.,at,at,;referent_grounding_v1:G4,,vessel=cup
G1,00378-DqJKU7YU7dA/tasks-island_1.json,100,5,Put the document in the rack.,OK,place_on,place_in,Place items on the rack.,Place the document in the rack.,on,in,;referent_grounding_v1:G1,,X=document|Y=rack
G4,00378-DqJKU7YU7dA/tasks-island_1.json,115,2,Fill it with water at the sink.,RESOLVED,fill,fill,Use the sink to fill a container.,Fill the pitcher at the sink.,at,at,;referent_grounding_v1:G4,,vessel=pitcher
G2,00378-DqJKU7YU7dA/tasks-island_1.json,124,3,Arrange the coffee table.,OK,place_in,straighten,Place coffee table in receptacle.,Straighten the coffee table.,in,,;referent_grounding_v1:G2,,X=coffee table
G2,00378-DqJKU7YU7dA/tasks-island_1.json,130,5,Arrange the decorative plate.,OK,place_on,straighten,Place decorative plate on surface.,Straighten the decorative plate.,on,,;referent_grounding_v1:G2,,X=decorative plate
G2,00378-DqJKU7YU7dA/tasks-island_1.json,139,2,Arrange the shelf.,OK,place_on,straighten,Place shelf on surface.,Straighten the shelf.,on,,;referent_grounding_v1:G2,,X=shelf
G2,00378-DqJKU7YU7dA/tasks-island_1.json,161,6,Arrange the decoration.,OK,place_on,straighten,Place decoration on surface.,Straighten the decoration.,on,,;referent_grounding_v1:G2,,X=decoration
G2,00378-DqJKU7YU7dA/tasks-island_1.json,167,5,Arrange the rack.,OK,place_on,straighten,Place rack on surface.,Straighten the rack.,on,,;referent_grounding_v1:G2,,X=rack
G2,00378-DqJKU7YU7dA/tasks-island_1.json,168,6,Arrange the deck chair.,OK,place_on,straighten,Place deck chair on surface.,Straighten the deck chair.,on,,;referent_grounding_v1:G2,,X=deck chair
G2,00378-DqJKU7YU7dA/tasks-island_1.json,190,2,Arrange the firewood.,OK,place_on,straighten,Place firewood on surface.,Straighten the firewood.,on,,;referent_grounding_v1:G2,,X=firewood
G2,00378-DqJKU7YU7dA/tasks-island_1.json,196,4,Arrange the rack.,OK,place_on,straighten,Place rack on surface.,Straighten the rack.,on,,;referent_grounding_v1:G2,,X=rack
G2,00378-DqJKU7YU7dA/tasks-island_1.json,199,4,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00378-DqJKU7YU7dA/tasks-island_1.json,209,3,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00378-DqJKU7YU7dA/tasks-island_1.json,220,5,Arrange the decorative plate.,OK,place_on,straighten,Place decorative plate on surface.,Straighten the decorative plate.,on,,;referent_grounding_v1:G2,,X=decorative plate
G2,00378-DqJKU7YU7dA/tasks-island_1.json,229,4,Arrange the coffee table.,OK,place_in,straighten,Place coffee table in receptacle.,Straighten the coffee table.,in,,;referent_grounding_v1:G2,,X=coffee table
G2,00378-DqJKU7YU7dA/tasks-island_1.json,231,5,Arrange the deck chair.,OK,place_on,straighten,Place deck chair on surface.,Straighten the deck chair.,on,,;referent_grounding_v1:G2,,X=deck chair
G4,00378-DqJKU7YU7dA/tasks-island_1.json,263,5,Fill a bottle at the sink.,FLAG,fill,fill,Use the sink to fill a container.,Use the sink to fill a container.,at,at,;ungrounded_anaphora,,no_vessel_found
G1,00378-DqJKU7YU7dA/tasks-island_1.json,280,3,Arrange the shoe on the floor.,OK,place_on,place_on,Place shoe on surface.,Place the shoe on the floor.,on,on,;referent_grounding_v1:G1,,X=shoe|Y=floor
G2,00378-DqJKU7YU7dA/tasks-island_1.json,314,6,Arrange the rack.,OK,place_on,straighten,Place rack on surface.,Straighten the rack.,on,,;referent_grounding_v1:G2,,X=rack
G2,00382-S7uMvxjBVZq/tasks-island_0.json,6,2,Arrange the piano stool.,OK,place_on,straighten,Place piano stool on surface.,Straighten the piano stool.,on,,;referent_grounding_v1:G2,,X=piano stool
G3,00382-S7uMvxjBVZq/tasks-island_0.json,7,1,Fluff the pillows on the couch.,OK,fluff,fluff,Fluff items on the couch.,Fluff the pillows on the couch.,on,on,;referent_grounding_v1:G3,,NP=pillows
G2,00382-S7uMvxjBVZq/tasks-island_0.json,41,2,Arrange the shelf.,OK,place_on,straighten,Place shelf on surface.,Straighten the shelf.,on,,;referent_grounding_v1:G2,,X=shelf
G4,00382-S7uMvxjBVZq/tasks-island_0.json,54,2,Refill water at the sink.,FLAG,fill,fill,Use the sink to fill a container.,Use the sink to fill a container.,at,at,;ungrounded_anaphora,,no_vessel_found
G4,00382-S7uMvxjBVZq/tasks-island_0.json,65,2,Fill it at the sink.,RESOLVED,fill,fill,Use the sink to fill a container.,Fill the cup at the sink.,at,at,;referent_grounding_v1:G4,,vessel=cup
G2,00382-S7uMvxjBVZq/tasks-island_0.json,68,3,Arrange the box.,OK,place_on,straighten,Place box on surface.,Straighten the box.,on,,;referent_grounding_v1:G2,,X=box
G2,00382-S7uMvxjBVZq/tasks-island_0.json,86,1,Arrange the hanging clothes.,OK,place_on,straighten,Place hanging clothes on surface.,Straighten the hanging clothes.,on,,;referent_grounding_v1:G2,,X=hanging clothes
G2,00382-S7uMvxjBVZq/tasks-island_0.json,113,4,Position the plant.,OK,place_on,reposition,Place plant on surface.,Reposition the plant.,on,,;referent_grounding_v1:G2,,X=plant
G2,00382-S7uMvxjBVZq/tasks-island_0.json,118,6,Arrange the laptop.,OK,place_on,straighten,Place laptop on surface.,Straighten the laptop.,on,,;referent_grounding_v1:G2,,X=laptop
G2,00382-S7uMvxjBVZq/tasks-island_0.json,134,5,Arrange the hanger.,OK,place_on,straighten,Place hanger on surface.,Straighten the hanger.,on,,;referent_grounding_v1:G2,,X=hanger
G2,00382-S7uMvxjBVZq/tasks-island_0.json,151,2,Arrange the keyboard.,OK,place_on,straighten,Place keyboard on surface.,Straighten the keyboard.,on,,;referent_grounding_v1:G2,,X=keyboard
G1,00382-S7uMvxjBVZq/tasks-island_0.json,159,6,Set the pan on the stove.,OK,place_on,place_on,Place pan on surface.,Place the pan on the stove.,on,on,;referent_grounding_v1:G1,,X=pan|Y=stove
G2,00382-S7uMvxjBVZq/tasks-island_0.json,161,3,Arrange the book.,OK,place_in,straighten,Place book in receptacle.,Straighten the book.,in,,;referent_grounding_v1:G2,,X=book
G2,00382-S7uMvxjBVZq/tasks-island_0.json,171,2,Arrange the shoe.,OK,place_on,straighten,Place shoe on surface.,Straighten the shoe.,on,,;referent_grounding_v1:G2,,X=shoe
G2,00382-S7uMvxjBVZq/tasks-island_0.json,183,6,Arrange the shelf.,OK,place_on,straighten,Place shelf on surface.,Straighten the shelf.,on,,;referent_grounding_v1:G2,,X=shelf
G1,00382-S7uMvxjBVZq/tasks-island_0.json,188,7,Set the cutting board on the counter.,OK,place_on,place_on,Place cutting board on surface.,Place the cutting board on the counter.,on,on,;referent_grounding_v1:G1,,X=cutting board|Y=counter
G2,00382-S7uMvxjBVZq/tasks-island_0.json,191,1,Arrange the bookshelf.,OK,place_on,straighten,Place bookshelf on surface.,Straighten the bookshelf.,on,,;referent_grounding_v1:G2,,X=bookshelf
G2,00384-ceJTwFNjqCt/tasks-island_0.json,2,1,Position the camera.,OK,place_on,reposition,Place camera on surface.,Reposition the camera.,on,,;referent_grounding_v1:G2,,X=camera
G2,00384-ceJTwFNjqCt/tasks-island_0.json,10,3,Position the speaker.,OK,place_on,reposition,Place speaker on surface.,Reposition the speaker.,on,,;referent_grounding_v1:G2,,X=speaker
G2,00384-ceJTwFNjqCt/tasks-island_0.json,14,1,Arrange the tambourine.,OK,place_on,straighten,Place tambourine on surface.,Straighten the tambourine.,on,,;referent_grounding_v1:G2,,X=tambourine
G2,00384-ceJTwFNjqCt/tasks-island_0.json,15,2,Position the camera.,OK,place_on,reposition,Place camera on surface.,Reposition the camera.,on,,;referent_grounding_v1:G2,,X=camera
G2,00384-ceJTwFNjqCt/tasks-island_0.json,19,2,Arrange the flowerpot.,OK,place_on,straighten,Place flowerpot on surface.,Straighten the flowerpot.,on,,;referent_grounding_v1:G2,,X=flowerpot
G2,00384-ceJTwFNjqCt/tasks-island_0.json,20,3,Position the music equipment stand.,OK,place_on,reposition,Place music equipment stand on surface.,Reposition the music equipment stand.,on,,;referent_grounding_v1:G2,,X=music equipment stand
G2,00384-ceJTwFNjqCt/tasks-island_0.json,21,2,Position the floor lamp for better lighting.,OK,place_on,reposition,Place floor lamp on surface.,Reposition the floor lamp.,on,,;referent_grounding_v1:G2,,X=floor lamp
G2,00384-ceJTwFNjqCt/tasks-island_0.json,26,3,Reposition the flowerpot to catch more light.,OK,place_on,reposition,Place flowerpot on surface.,Reposition the flowerpot.,on,,;referent_grounding_v1:G2,,X=flowerpot
G1,00384-ceJTwFNjqCt/tasks-island_0.json,30,1,Position the camera on the tripod.,OK,place_on,place_on,Place camera on surface.,Place the camera on the tripod.,on,on,;referent_grounding_v1:G1,,X=camera|Y=tripod
G2,00384-ceJTwFNjqCt/tasks-island_0.json,36,3,Position the music equipment stand.,OK,place_on,reposition,Place music equipment stand on surface.,Reposition the music equipment stand.,on,,;referent_grounding_v1:G2,,X=music equipment stand
G2,00384-ceJTwFNjqCt/tasks-island_0.json,39,4,Arrange the music equipment stand for the singer.,OK,place_on,straighten,Place music equipment stand on surface.,Straighten the music equipment stand.,on,,;referent_grounding_v1:G2,,X=music equipment stand
G1,00384-ceJTwFNjqCt/tasks-island_0.json,43,2,Organize the items in the box.,OK,place_in,place_in,Place box in receptacle.,Place the items in the box.,in,in,;referent_grounding_v1:G1,,X=items|Y=box
G2,00384-ceJTwFNjqCt/tasks-island_0.json,48,1,Position the music equipment stand.,OK,place_on,reposition,Place music equipment stand on surface.,Reposition the music equipment stand.,on,,;referent_grounding_v1:G2,,X=music equipment stand
G1,00384-ceJTwFNjqCt/tasks-island_0.json,53,4,Arrange the clarinets on the display.,OK,place_on,place_on,Place clarinet on surface.,Place the clarinets on the display.,on,on,;referent_grounding_v1:G1,,X=clarinets|Y=display
G2,00384-ceJTwFNjqCt/tasks-island_0.json,56,2,Arrange the brochures.,OK,place_on,straighten,Place brochures on surface.,Straighten the brochures.,on,,;referent_grounding_v1:G2,,X=brochures
G2,00384-ceJTwFNjqCt/tasks-island_0.json,58,2,Arrange the guitar cases.,OK,place_on,straighten,Place guitar cases on surface.,Straighten the guitar cases.,on,,;referent_grounding_v1:G2,,X=guitar cases
G2,00384-ceJTwFNjqCt/tasks-island_0.json,67,2,Arrange the products.,OK,place_on,straighten,Place products on surface.,Straighten the products.,on,,;referent_grounding_v1:G2,,X=products
G2,00384-ceJTwFNjqCt/tasks-island_0.json,70,4,Arrange the brochures.,OK,place_on,straighten,Place brochures on surface.,Straighten the brochures.,on,,;referent_grounding_v1:G2,,X=brochures
G2,00384-ceJTwFNjqCt/tasks-island_0.json,75,3,Position the board.,OK,place_on,reposition,Place board on surface.,Reposition the board.,on,,;referent_grounding_v1:G2,,X=board
G2,00384-ceJTwFNjqCt/tasks-island_0.json,77,3,Arrange the magazines.,OK,place_on,straighten,Place magazines on surface.,Straighten the magazines.,on,,;referent_grounding_v1:G2,,X=magazines
G2,00384-ceJTwFNjqCt/tasks-island_0.json,78,1,Position the drum.,OK,place_in,reposition,Place drum in receptacle.,Reposition the drum.,in,,;referent_grounding_v1:G2,,X=drum
G2,00384-ceJTwFNjqCt/tasks-island_0.json,81,4,Arrange the trombones.,OK,place_on,straighten,Place trombone on surface.,Straighten the trombones.,on,,;referent_grounding_v1:G2,,X=trombones
G1,00384-ceJTwFNjqCt/tasks-island_0.json,82,4,Organize the books on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the books on the shelf.,on,on,;referent_grounding_v1:G1,,X=books|Y=shelf
G2,00384-ceJTwFNjqCt/tasks-island_0.json,84,1,Position the keyboard piano.,OK,place_on,reposition,Place keyboard piano on surface.,Reposition the keyboard piano.,on,,;referent_grounding_v1:G2,,X=keyboard piano
G2,00384-ceJTwFNjqCt/tasks-island_0.json,88,3,Arrange the magazines.,OK,place_on,straighten,Place magazines on surface.,Straighten the magazines.,on,,;referent_grounding_v1:G2,,X=magazines
G2,00384-ceJTwFNjqCt/tasks-island_0.json,90,1,Position the electric guitar.,OK,place_on,reposition,Place electric guitar on surface.,Reposition the electric guitar.,on,,;referent_grounding_v1:G2,,X=electric guitar
G2,00384-ceJTwFNjqCt/tasks-island_0.json,93,1,Position the drums.,OK,place_on,reposition,Place drum on surface.,Reposition the drums.,on,,;referent_grounding_v1:G2,,X=drums
G2,00384-ceJTwFNjqCt/tasks-island_0.json,94,4,Arrange the boxes.,OK,place_on,straighten,Place boxes on surface.,Straighten the boxes.,on,,;referent_grounding_v1:G2,,X=boxes
G2,00384-ceJTwFNjqCt/tasks-island_0.json,96,1,Arrange the books.,OK,place_on,straighten,Place book on surface.,Straighten the books.,on,,;referent_grounding_v1:G2,,X=books
G2,00384-ceJTwFNjqCt/tasks-island_0.json,99,3,Position the floor lamp.,OK,place_on,reposition,Place floor lamp on surface.,Reposition the floor lamp.,on,,;referent_grounding_v1:G2,,X=floor lamp
